园艺,15,19,20,,,,1,7
园艺,1,1,1,,,,,
园艺,,1,1,,,,,
园艺,1,1,1,,,,,
园艺,,1,1,,,,,
园艺,1,1,1,,,,,
园艺,,1,1,,,,,
园艺技术,,3,6,1,3,,3,9
园艺技术,,,,,,,,1
园艺技术,,,,,,,,1
国内安全保卫,,,,,,,,2
国民经济管理,,,,,,,,1
国防工程及其智能化,2,,,,,,,
国防工程及其智能化 ,,,,,,,,2
国际事务与国际关系,,2,,,2,,2,5
国际事务与国际关系,,,,2,2,,2,
国际商务,2,,1,7,8,,6,70
国际商务,,,,,,,,1
国际商务,,,,,,,,1
国际商务,1,,,1,,,,
国际商务,,,,1,1,,1,
国际商务,,,,,,,,3
国际商务,,,,1,,,1,2
国际商务,,,,,,,,1
国际商务,,,,1,1,,1,
国际政治,1,,,4,1,,,7
国际文化贸易,,,,,,,,1
国际标准舞,,,,,,,,1
国际海事服务类,1,1,,,,,1,
国际经济与贸易,13,9,7,18,15,,12,367
国际经济与贸易,,,,,,,,1
国际经济与贸易,,,,,,,,1
国际经济与贸易,,,,,,,,1
国际经济与贸易,1,,,1,,,,
国际经济与贸易,,,,,,,,1
国际经济与贸易,,,,,,,,1
国际经济与贸易,,,,,,,,1
国际经济与贸易,,,,,,,,1
国际经济与贸易,,,,,,,,1
国际经济与贸易,,,,,,,,1
国际经济与贸易,,,,,,,,1
国际经济与贸易,,,,,,,,1
国际贸易实务,1,,,3,6,,5,29
国际贸易实务,,1,1,,,,1,
国际贸易实务,,,,1,1,,1,
国际贸易实务,,,,1,1,,1,
国际邮轮乘务管理,,,,1,1,,1,10
国际金融,,1,1,,,,,13
图书情报与档案管理类,,,,1,1,,,3
图文信息处理,,,,,,,,1
土地整治工程,,,,,,,,1
土地资源管理,3,4,1,1,9,,6,9
土地资源管理,,,,,,,,1
土建施工类,,,,,,,,2
土建施工类,2,1,,,1,,2,1
土木工程,180,101,21,1,9,,63,59
土木工程 ,,,,,,,,2
土木工程,1,,,,,,,
土木工程,1,,,,,,,
土木工程,1,,,,,,,
土木工程,2,,,,,,,
土木工程,1,,,,,,,
土木工程,1,,,,,,,
土木工程,2,1,1,,1,,1,
土木工程,1,1,1,,,,,
土木工程,1,1,,,,,1,
土木工程,1,1,,,,,1,
土木工程,1,1,,,,,1,
土木工程,1,,,,,,,
土木工程,1,1,,,,,1,
土木工程检测技术,,,,,,,,1
土木工程类,1,,,,,,1,
土木建设类,1,,,,,,1,
土木类,44,28,4,,,,13,1
土木类,10,6,1,,1,,4,1
土木类,1,1,,,,,,
土木类,1,1,,,,,,
土木类,1,,,,,,,
土木类,1,1,,,,,1,
土木类,1,1,,,,,1,
土耳其语,,,,,,,,2
土耳其语,,,,2,2,,2,
地下与隧道工程技术,1,1,,,,,2,2
地下水科学与工程,3,3,1,,,,1,1
地球信息科学与技术,2,,,,,,,
地球化学,1,1,1,,,,,
地球物理学,7,6,1,,1,,2,
地球物理学类,2,,,,,,,
地理与环境科学类,1,1,,,1,,,
地理信息科学,27,7,5,,24,,20,14
地理信息科学,,1,1,,1,,,
地理信息科学,1,,,,1,,1,
地理科学,5,1,4,4,11,,2,14
地理科学,,,,,,,,1
地理科学,1,1,,1,2,,,
地理科学,2,,,,2,,,
地理科学类,6,4,,,7,,1,5
地理科学类,,,,,,,,1
地籍测绘与土地管理,,,,,,,,2
地质学,2,2,1,,,,1,3
地质学类,4,5,2,,,,,
地质学类,1,1,,,,,,
地质工程,14,12,3,,1,,3,
地质类,6,7,3,,1,,1,
地质类,1,1,,,,,,
地质调查与矿产普查,,,,,1,,,1
地雷爆破与破障工程,2,,,,,,,
场站管理工程,2,,,,,,,
场站管理工程,2,,,,,,,
场站管理工程,2,,,,,,,
场站管理工程,2,,,,,,,
场站管理工程,2,,,,,,,
场站管理工程,2,,,,,,,
城乡规划,51,19,9,11,30,,16,24
城乡规划,,,,,,,,1
城乡规划与建设类,1,,,,1,,1,
城市信息化管理,1,,,1,,,1,
城市信息化管理,1,,,,,,1,
城市地下空间工程,21,13,2,,,,9,3
城市燃气工程技术,,,,,,,,1
城市管理,,,,,,,,9
城市管理,,,,,,,,1
城市轨道交通供配电技术,1,,,,1,,1,2
城市轨道交通工程技术,2,1,,,,,1,8
城市轨道交通机电技术,4,2,,,1,,4,6
城市轨道交通机电技术,1,,,,,,1,
城市轨道交通机电技术,,,,,1,,1,
城市轨道交通类,,,,,,,,1
城市轨道交通车辆技术,3,2,,,1,,3,9
城市轨道交通运营管理,5,1,,,4,,5,20
城市轨道交通通信信号技术,2,1,,,1,,2,9
城规园林类,,,1,,1,,,
基础医学,6,9,5,,,,,
基础医学,1,1,1,,,,,
基础医学,,,,,,,,1
基础医学,,1,1,,,,,
基础医学八年制,2,2,4,,,,2,
壮医学,,,,,,,,1
声像工程技术,1,1,,,,,1,
声学,1,,,,,,,
复合材料与工程,10,11,1,,,,2,1
复合材料工程技术,1,,,,,,,
复合材料工程技术,,,,,,,,1
外交学,1,2,,1,3,,2,1
外国语言文学,,2,,,2,,2,
外国语言文学类,,,,1,1,,,49
外国语言文学类,,,,,,,,1
外国语言文学类,,,,,,,,1
外国语言文学类,,,,,,,,12
外国语言文学类,,,,,,,,1
外国语言文学类,,,,,,,,1
外国语言文学类,,,,1,1,,,
外国语言文学类,,,,1,1,,,
外国语言文学类,,,,2,2,,2,
外国语言文学类,,,,,,,,1
外国语言类,,,,,,,,1
大数据工程,4,,,,,,,
大数据工程,2,,,,,,,
大数据技术与应用,1,1,,1,,,2,3
大数据类,1,,,,,,1,
大气探测技术,,,,,,,,1
大气探测技术,,,,,,,,1
大气探测技术,,,,,,,,1
大气科学,7,3,2,,,,1,
大气科学技术,,,,,,,,1
大气科学类,4,,,,,,,
大气科学类,1,,,,,,,
天文学,3,1,,,,,1,
天文学类,1,,,,,,,
太阳能光热技术与应用,,,,,,,,1
妇幼保健医学,,,,,,,,1
婚庆服务与管理,,,,,,,,3
婚庆服务与管理,,,,,,,,1
媒体营销,,,,,,,,1
学前教育,,,1,7,5,,,124
学前教育,,,,,,,,1
学前教育,,,,1,,,1,11
学前教育,,,,,,,,1
学前教育,,,,1,1,,1,
学前教育,,,,,,,,1
安全健康与环保,,,,,,,,2
安全工程,51,48,7,,2,,20,7
安全工程,1,1,,,,,,
安全工程,1,,,,,,,
安全技术与管理,1,1,,,,,1,4
安全科学与工程类,2,2,1,,,,,1
